,Name,batch_size,bidirectional,coupling_transform,embedding_size,hidden_size_lstm,hidden_size_neighbors,hidden_size_poly,learning_rate,n_lstm_layers,num_bins,num_layers,one_hot_type,seed,shuffle_context,transform_hidden_size,use_3dim_action,n_params,embedding_net_fn_typed,scale_features,use_edges,neg_val_log_prob,repetition_padding
104,charmed-sweep-4,256,False,3,10,12,13.0,11.0,0.0068440515631049,1,11,5,False,43,True,28,True,12974.0,True,True,True,-2.756038607383261,False
105,dry-sweep-3,256,False,3,18,13,11.0,13.0,0.009960136245962,3,12,3,True,101,False,24,False,9472.0,True,True,True,0.2429311686024373,False
106,vague-sweep-2,128,False,2,16,16,8.0,5.0,0.0058162438324414,2,25,5,False,31,False,47,True,43131.0,True,True,True,-0.4992376313996069,False
107,likely-sweep-1,512,False,1,21,15,13.0,12.0,0.0051292136885292,4,16,2,False,31,True,21,False,9688.0,True,True,True,-0.3378737431578338,False
0,divine-sweep-49,256,False,3,19,19,,,0.0048753582168305,4,12,3,False,702,True,33,True,21336.0,True,False,True,-3.6882549889233647,False
1,warm-sweep-47,256,False,3,18,20,,,0.0036897477351329,4,15,2,True,201,True,44,True,22930.0,True,False,True,-3.856004943653029,False
2,vague-sweep-45,512,False,3,20,13,,,0.0021489886100206,3,15,5,True,201,True,31,True,22847.0,True,False,True,-3.5516256427764894,False
3,royal-sweep-44,256,True,3,20,18,,,0.0024107335087878,3,12,5,True,101,True,23,True,32243.0,True,False,True,-5.406585002432064,False
4,glamorous-sweep-42,128,True,1,23,5,,,0.0012822341923375,1,11,4,False,101,True,43,True,10629.0,True,False,True,-1.2755155268403673,False
5,noble-sweep-40,128,False,2,13,18,,,0.0082853838142101,2,12,3,True,201,True,34,True,13456.0,True,False,True,-1.5290900112427388,False
6,absurd-sweep-36,256,False,3,11,18,,,0.00419354003014,2,16,2,True,43,True,32,True,12245.0,True,False,True,-3.619451980201565,False
7,glad-sweep-35,512,True,3,24,14,,,0.0074770345025638,1,11,3,True,43,True,30,True,11994.0,True,False,True,-3.5666230964660643,False
8,faithful-sweep-34,256,True,1,11,15,,,0.0057809166539152,2,24,2,True,201,True,50,True,17165.0,True,False,True,-2.949768859512952,False
9,breezy-sweep-33,128,False,2,13,9,,,0.0097146207192786,4,15,3,True,43,True,28,True,11611.0,True,False,True,0.7074059269477412,False
10,toasty-sweep-32,512,False,3,20,15,,,0.001163444378794,2,14,5,True,201,True,42,True,27320.0,True,False,True,-1.6567212343215942,False
11,sunny-sweep-31,256,True,3,22,16,,,0.0018634533769477,3,14,3,True,702,True,44,True,31656.0,True,False,True,-5.343900943288998,False
12,toasty-sweep-30,512,True,3,22,15,,,0.0031155207338442,2,17,5,False,201,True,39,True,34927.0,True,False,True,-4.133743762969971,False
13,lively-sweep-29,512,False,3,18,20,,,0.0057551066751121,3,19,5,False,201,True,39,True,36883.0,True,False,True,-3.5713588619232177,False
14,hopeful-sweep-26,128,False,3,23,16,,,0.0022374261118332,1,15,4,True,201,True,38,True,20487.0,True,False,True,-2.8456287039923915,False
15,playful-sweep-21,256,True,3,18,16,,,0.0025312681685218,4,15,5,True,702,True,27,True,38743.0,True,False,True,-4.625061327097368,False
16,daily-sweep-19,256,True,3,18,18,,,0.0010083522209007,2,13,5,False,101,True,29,True,27541.0,True,False,True,-5.200464112418039,False
17,whole-sweep-15,256,True,3,10,17,,,0.0010376596258238,1,25,4,True,31,True,13,True,12922.0,True,False,True,-3.6678077298767713,False
18,sweet-sweep-14,512,True,2,23,12,,,0.0030665070536877,4,11,4,True,702,True,13,True,18119.0,True,False,True,-3.3555617713928223,False
19,rosy-sweep-12,512,False,3,17,6,,,0.005480547647204,2,22,2,True,43,True,43,True,14459.0,True,False,True,-1.660978789329529,False
20,polar-sweep-11,256,False,3,12,18,,,0.0036431172158875,3,25,5,True,43,True,30,True,33630.0,True,False,True,-3.5171948841639926,False
21,mild-sweep-7,512,False,3,25,16,,,0.0097518674627073,3,25,2,True,201,True,42,True,21849.0,True,False,True,-3.3106883716583253,False
22,eager-sweep-6,512,True,1,15,16,,,0.0099606204746351,2,17,5,True,101,True,41,True,23829.0,True,False,True,-3.8682343196868896,False
23,silver-sweep-4,128,True,1,23,15,,,0.0018248813265068,1,16,3,False,702,True,24,True,8561.0,True,False,True,-3.110491551074785,False
24,crimson-sweep-1,128,True,2,17,16,,,0.0055872306270754,2,18,4,False,43,True,40,True,29877.0,True,False,True,-3.962528349198017,False
